3600,18025,0.48648,0.011333,0.50372
3625,18025,0.48648,0.011333,0.50372
3650,18025,0.48648,0.011333,0.50372
3675,18025,0.48648,0.011333,0.50372
3700,18025,0.48648,0.011333,0.50372
3725,18025,0.48648,0.011333,0.50372
3750,18025,0.48648,0.011333,0.50372
3775,18025,0.48648,0.011333,0.50372
3800,18025,0.48648,0.011333,0.50372
3825,18025,0.48648,0.011333,0.50372
3850,18025,0.48648,0.011333,0.50372
3875,18025,0.48648,0.011333,0.50372
3900,18025,0.48648,0.011333,0.50372
3925,18025,0.48648,0.011333,0.50372
13025,18025,0.0094025,0.48482,0.50384
13050,18025,0.0094025,0.48482,0.50384
13075,18025,0.0094025,0.48482,0.50384
13100,18025,0.0094025,0.48482,0.50384
13125,18025,0.0094025,0.48482,0.50384
13150,18025,0.0094025,0.48482,0.50384
13175,18025,0.0094025,0.48482,0.50384
13200,18025,0.0094025,0.48482,0.50384
13225,18025,0.0094025,0.48482,0.50384
13250,18025,0.0094025,0.48482,0.50384
13275,18025,0.0094025,0.48482,0.50384
13300,18025,0.0094025,0.48482,0.50384
13325,18025,0.0094025,0.48482,0.50384
13350,18025,0.0094025,0.48482,0.50384
3550,18050,0.48648,0.011333,0.50372
3575,18050,0.48648,0.011333,0.50372
3600,18050,0.48648,0.011333,0.50372
3625,18050,0.48648,0.011333,0.50372
3650,18050,0.48648,0.011333,0.50372
3675,18050,0.48648,0.011333,0.50372
3700,18050,0.48648,0.011333,0.50372
3725,18050,0.48648,0.011333,0.50372
3750,18050,0.48648,0.011333,0.50372
3775,18050,0.48648,0.011333,0.50372
3800,18050,0.48648,0.011333,0.50372
3825,18050,0.48648,0.011333,0.50372
3850,18050,0.48648,0.011333,0.50372
3875,18050,0.48648,0.011333,0.50372
3900,18050,0.48648,0.011333,0.50372
3925,18050,0.48648,0.011333,0.50372
3950,18050,0.48648,0.011333,0.50372
3975,18050,0.48648,0.011333,0.50372
4000,18050,0.48648,0.011333,0.50372
12950,18050,0.0094025,0.48482,0.50384
12975,18050,0.0094025,0.48482,0.50384
13000,18050,0.0094025,0.48482,0.50384
13025,18050,0.0094025,0.48482,0.50384
13050,18050,0.0094025,0.48482,0.50384
13075,18050,0.0094025,0.48482,0.50384
13100,18050,0.0094025,0.48482,0.50384
13125,18050,0.0094025,0.48482,0.50384
13150,18050,0.0094025,0.48482,0.50384
13175,18050,0.0094025,0.48482,0.50384
13200,18050,0.0094025,0.48482,0.50384
13225,18050,0.0094025,0.48482,0.50384
13250,18050,0.0094025,0.48482,0.50384
13275,18050,0.0094025,0.48482,0.50384
13300,18050,0.0094025,0.48482,0.50384
13325,18050,0.0094025,0.48482,0.50384
13350,18050,0.0094025,0.48482,0.50384
13375,18050,0.0094025,0.48482,0.50384
13400,18050,0.0094025,0.48482,0.50384
3500,18075,0.48648,0.011333,0.50372
3525,18075,0.48648,0.011333,0.50372
3550,18075,0.48648,0.011333,0.50372
3575,18075,0.48648,0.011333,0.50372
3600,18075,0.48648,0.011333,0.50372
3625,18075,0.48648,0.011333,0.50372
3650,18075,0.48648,0.011333,0.50372
3675,18075,0.48648,0.011333,0.50372
3700,18075,0.48648,0.011333,0.50372
3725,18075,0.48648,0.011333,0.50372
3750,18075,0.48648,0.011333,0.50372
3775,18075,0.48648,0.011333,0.50372
3800,18075,0.48648,0.011333,0.50372
3825,18075,0.48648,0.011333,0.50372
3850,18075,0.48648,0.011333,0.50372
3875,18075,0.48648,0.011333,0.50372
3900,18075,0.48648,0.011333,0.50372
3925,18075,0.48648,0.011333,0.50372
3950,18075,0.48648,0.011333,0.50372
3975,18075,0.48648,0.011333,0.50372
4000,18075,0.48648,0.011333,0.50372
4025,18075,0.48648,0.011333,0.50372
4050,18075,0.48648,0.011333,0.50372
12900,18075,0.0094025,0.48482,0.50384
12925,18075,0.0094025,0.48482,0.50384
12950,18075,0.0094025,0.48482,0.50384
12975,18075,0.0094025,0.48482,0.50384
13000,18075,0.0094025,0.48482,0.50384
13025,18075,0.0094025,0.48482,0.50384
13050,18075,0.0094025,0.48482,0.50384
13075,18075,0.0094025,0.48482,0.50384
13100,18075,0.0094025,0.48482,0.50384
13125,18075,0.0094025,0.48482,0.50384
13150,18075,0.0094025,0.48482,0.50384
13175,18075,0.0094025,0.48482,0.50384
13200,18075,0.0094025,0.48482,0.50384
